T_low_K,T_high_K,X_low,X_high,original_count,isothermal_added_count,combined_count,was_empty_before,is_empty_after,newly_occupied_by_isothermal,under_target_before,under_target_after
1100.0,1150.0,0.6000000000000001,0.65,2748,12,2760,False,False,False,False,False
1100.0,1150.0,0.65,0.7000000000000001,1484,12,1496,False,False,False,False,False
1100.0,1150.0,0.7000000000000001,0.75,540,15,555,False,False,False,False,False
1100.0,1150.0,0.75,0.8,117,13,130,False,False,False,True,True
1100.0,1150.0,0.8,0.8500000000000001,8,14,22,False,False,False,True,True
1100.0,1150.0,0.8500000000000001,0.9,0,8,8,True,False,True,True,True
1100.0,1150.0,0.9,0.9500000000000001,0,11,11,True,False,True,True,True
1100.0,1150.0,0.9500000000000001,1.0,0,7,7,True,False,True,True,True
1150.0,1200.0,0.0,0.05,7656,702,8358,False,False,False,False,False
1150.0,1200.0,0.05,0.1,2992,231,3223,False,False,False,False,False
1150.0,1200.0,0.1,0.15000000000000002,986,70,1056,False,False,False,False,False
1150.0,1200.0,0.15000000000000002,0.2,1038,19,1057,False,False,False,False,False
1150.0,1200.0,0.2,0.25,883,12,895,False,False,False,False,False
1150.0,1200.0,0.25,0.30000000000000004,422,14,436,False,False,False,False,False
1150.0,1200.0,0.30000000000000004,0.35000000000000003,150,11,161,False,False,False,True,True
1150.0,1200.0,0.35000000000000003,0.4,25,11,36,False,False,False,True,True
1150.0,1200.0,0.4,0.45,6,12,18,False,False,False,True,True
1150.0,1200.0,0.45,0.5,49,10,59,False,False,False,True,True
1150.0,1200.0,0.5,0.55,229,14,243,False,False,False,False,False
1150.0,1200.0,0.55,0.6000000000000001,623,13,636,False,False,False,False,False
1150.0,1200.0,0.6000000000000001,0.65,1178,11,1189,False,False,False,False,False
1150.0,1200.0,0.65,0.7000000000000001,1764,11,1775,False,False,False,False,False
1150.0,1200.0,0.7000000000000001,0.75,2119,12,2131,False,False,False,False,False
1150.0,1200.0,0.75,0.8,1779,11,1790,False,False,False,False,False
1150.0,1200.0,0.8,0.8500000000000001,973,9,982,False,False,False,False,False
1150.0,1200.0,0.8500000000000001,0.9,245,0,245,False,False,False,False,False
1150.0,1200.0,0.9,0.9500000000000001,4,9,13,False,False,False,True,True
1150.0,1200.0,0.9500000000000001,1.0,0,10,10,True,False,True,True,True
1200.0,1250.0,0.0,0.05,351,2120,2471,False,False,False,False,False
1200.0,1250.0,0.05,0.1,236,1250,1486,False,False,False,False,False
1200.0,1250.0,0.1,0.15000000000000002,317,321,638,False,False,False,False,False
1200.0,1250.0,0.15000000000000002,0.2,381,105,486,False,False,False,False,False
1200.0,1250.0,0.2,0.25,250,57,307,False,False,False,False,False
1200.0,1250.0,0.25,0.30000000000000004,99,22,121,False,False,False,True,True
1200.0,1250.0,0.30000000000000004,0.35000000000000003,15,22,37,False,False,False,True,True
1200.0,1250.0,0.35000000000000003,0.4,0,17,17,True,False,True,True,True
1200.0,1250.0,0.4,0.45,0,23,23,True,False,True,True,True
1200.0,1250.0,0.45,0.5,0,17,17,True,False,True,True,True
1200.0,1250.0,0.5,0.55,0,16,16,True,False,True,True,True
1200.0,1250.0,0.55,0.6000000000000001,0,16,16,True,False,True,True,True
1200.0,1250.0,0.6000000000000001,0.65,0,16,16,True,False,True,True,True
1200.0,1250.0,0.65,0.7000000000000001,1,6,7,False,False,False,True,True
1200.0,1250.0,0.7000000000000001,0.75,59,3,62,False,False,False,True,True
1200.0,1250.0,0.75,0.8,352,3,355,False,False,False,False,False
1200.0,1250.0,0.8,0.8500000000000001,935,3,938,False,False,False,False,False
1200.0,1250.0,0.8500000000000001,0.9,1399,2,1401,False,False,False,False,False
1200.0,1250.0,0.9,0.9500000000000001,699,0,699,False,False,False,False,False
1200.0,1250.0,0.9500000000000001,1.0,10,8,18,False,False,False,True,True
1250.0,1300.0,0.0,0.05,12,2398,2410,False,False,False,True,False
1250.0,1300.0,0.05,0.1,32,2832,2864,False,False,False,True,False
1250.0,1300.0,0.1,0.15000000000000002,60,1017,1077,False,False,False,True,False
1250.0,1300.0,0.15000000000000002,0.2,43,324,367,False,False,False,True,False
1250.0,1300.0,0.2,0.25,12,216,228,False,False,False,True,False
1250.0,1300.0,0.25,0.30000000000000004,0,113,113,True,False,True,True,True
1250.0,1300.0,0.30000000000000004,0.35000000000000003,0,67,67,True,False,True,True,True
1250.0,1300.0,0.35000000000000003,0.4,0,46,46,True,False,True,True,True
1250.0,1300.0,0.4,0.45,0,30,30,True,False,True,True,True
1250.0,1300.0,0.45,0.5,0,35,35,True,False,True,True,True
1250.0,1300.0,0.5,0.55,0,25,25,True,False,True,True,True
1250.0,1300.0,0.55,0.6000000000000001,0,14,14,True,False,True,True,True
1250.0,1300.0,0.6000000000000001,0.65,0,19,19,True,False,True,True,True
1250.0,1300.0,0.65,0.7000000000000001,0,22,22,True,False,True,True,True
1250.0,1300.0,0.7000000000000001,0.75,0,19,19,True,False,True,True,True
1250.0,1300.0,0.75,0.8,0,26,26,True,False,True,True,True
1250.0,1300.0,0.8,0.8500000000000001,0,17,17,True,False,True,True,True
1250.0,1300.0,0.8500000000000001,0.9,121,5,126,False,False,False,True,True
1250.0,1300.0,0.9,0.9500000000000001,820,7,827,False,False,False,False,False
1250.0,1300.0,0.9500000000000001,1.0,396,16,412,False,False,False,False,False
1300.0,1350.0,0.0,0.05,0,206,206,True,False,True,True,False
1300.0,1350.0,0.05,0.1,0,2477,2477,True,False,True,True,False
1300.0,1350.0,0.1,0.15000000000000002,2,1337,1339,False,False,False,True,False
1300.0,1350.0,0.15000000000000002,0.2,0,579,579,True,False,True,True,False
1300.0,1350.0,0.2,0.25,0,265,265,True,False,True,True,False
1300.0,1350.0,0.25,0.30000000000000004,0,163,163,True,False,True,True,True
1300.0,1350.0,0.30000000000000004,0.35000000000000003,0,95,95,True,False,True,True,True
1300.0,1350.0,0.35000000000000003,0.4,0,64,64,True,False,True,True,True
1300.0,1350.0,0.4,0.45,0,42,42,True,False,True,True,True
1300.0,1350.0,0.45,0.5,0,26,26,True,False,True,True,True
1300.0,1350.0,0.5,0.55,0,21,21,True,False,True,True,True
1300.0,1350.0,0.55,0.6000000000000001,0,25,25,True,False,True,True,True
1300.0,1350.0,0.6000000000000001,0.65,0,21,21,True,False,True,True,True
1300.0,1350.0,0.65,0.7000000000000001,0,12,12,True,False,True,True,True
1300.0,1350.0,0.7000000000000001,0.75,0,12,12,True,False,True,True,True
1300.0,1350.0,0.75,0.8,0,17,17,True,False,True,True,True
1300.0,1350.0,0.8,0.8500000000000001,0,20,20,True,False,True,True,True
1300.0,1350.0,0.8500000000000001,0.9,0,15,15,True,False,True,True,True
1300.0,1350.0,0.9,0.9500000000000001,16,11,27,False,False,False,True,True
1300.0,1350.0,0.9500000000000001,1.0,555,0,555,False,False,False,False,False
1350.0,1400.0,0.0,0.05,0,0,0,True,True,False,True,True
1350.0,1400.0,0.05,0.1,0,228,228,True,False,True,True,False
1350.0,1400.0,0.1,0.15000000000000002,0,1360,1360,True,False,True,True,False
1350.0,1400.0,0.15000000000000002,0.2,0,832,832,True,False,True,True,False
1350.0,1400.0,0.2,0.25,0,457,457,True,False,True,True,False
1350.0,1400.0,0.25,0.30000000000000004,0,246,246,True,False,True,True,False
1350.0,1400.0,0.30000000000000004,0.35000000000000003,0,170,170,True,False,True,True,True
1350.0,1400.0,0.35000000000000003,0.4,0,111,111,True,False,True,True,True
1350.0,1400.0,0.4,0.45,0,76,76,True,False,True,True,True
1350.0,1400.0,0.45,0.5,0,37,37,True,False,True,True,True
1350.0,1400.0,0.5,0.55,0,22,22,True,False,True,True,True
1350.0,1400.0,0.55,0.6000000000000001,0,17,17,True,False,True,True,True
1350.0,1400.0,0.6000000000000001,0.65,0,19,19,True,False,True,True,True
1350.0,1400.0,0.65,0.7000000000000001,0,19,19,True,False,True,True,True
1350.0,1400.0,0.7000000000000001,0.75,0,27,27,True,False,True,True,True
1350.0,1400.0,0.75,0.8,0,15,15,True,False,True,True,True
1350.0,1400.0,0.8,0.8500000000000001,0,14,14,True,False,True,True,True
1350.0,1400.0,0.8500000000000001,0.9,0,10,10,True,False,True,True,True
1350.0,1400.0,0.9,0.9500000000000001,0,15,15,True,False,True,True,True
1350.0,1400.0,0.9500000000000001,1.0,253,10,263,False,False,False,False,False
1400.0,1450.0,0.0,0.05,0,11,11,True,False,True,True,True
1400.0,1450.0,0.05,0.1,0,13,13,True,False,True,True,True
1400.0,1450.0,0.1,0.15000000000000002,0,150,150,True,False,True,True,True
1400.0,1450.0,0.15000000000000002,0.2,0,787,787,True,False,True,True,False
1400.0,1450.0,0.2,0.25,0,639,639,True,False,True,True,False
1400.0,1450.0,0.25,0.30000000000000004,0,428,428,True,False,True,True,False
1400.0,1450.0,0.30000000000000004,0.35000000000000003,0,283,283,True,False,True,True,False
1400.0,1450.0,0.35000000000000003,0.4,0,180,180,True,False,True,True,True
1400.0,1450.0,0.4,0.45,0,166,166,True,False,True,True,True
1400.0,1450.0,0.45,0.5,0,123,123,True,False,True,True,True
1400.0,1450.0,0.5,0.55,0,57,57,True,False,True,True,True
1400.0,1450.0,0.55,0.6000000000000001,0,28,28,True,False,True,True,True
1400.0,1450.0,0.6000000000000001,0.65,0,16,16,True,False,True,True,True
1400.0,1450.0,0.65,0.7000000000000001,0,17,17,True,False,True,True,True
1400.0,1450.0,0.7000000000000001,0.75,0,17,17,True,False,True,True,True
1400.0,1450.0,0.75,0.8,0,16,16,True,False,True,True,True
1400.0,1450.0,0.8,0.8500000000000001,0,13,13,True,False,True,True,True
1400.0,1450.0,0.8500000000000001,0.9,0,13,13,True,False,True,True,True
1400.0,1450.0,0.9,0.9500000000000001,0,10,10,True,False,True,True,True
1400.0,1450.0,0.9500000000000001,1.0,55,14,69,False,False,False,True,True
1450.0,1500.0,0.0,0.05,0,15,15,True,False,True,True,True
1450.0,1500.0,0.05,0.1,0,7,7,True,False,True,True,True
1450.0,1500.0,0.1,0.15000000000000002,0,9,9,True,False,True,True,True
1450.0,1500.0,0.15000000000000002,0.2,0,94,94,True,False,True,True,True
1450.0,1500.0,0.2,0.25,0,443,443,True,False,True,True,False
1450.0,1500.0,0.25,0.30000000000000004,0,440,440,True,False,True,True,False
1450.0,1500.0,0.30000000000000004,0.35000000000000003,0,279,279,True,False,True,True,False
1450.0,1500.0,0.35000000000000003,0.4,0,220,220,True,False,True,True,False
1450.0,1500.0,0.4,0.45,0,155,155,True,False,True,True,True
1450.0,1500.0,0.45,0.5,0,164,164,True,False,True,True,True
1450.0,1500.0,0.5,0.55,0,105,105,True,False,True,True,True
1450.0,1500.0,0.55,0.6000000000000001,0,64,64,True,False,True,True,True
1450.0,1500.0,0.6000000000000001,0.65,0,29,29,True,False,True,True,True
1450.0,1500.0,0.65,0.7000000000000001,0,24,24,True,False,True,True,True
1450.0,1500.0,0.7000000000000001,0.75,0,17,17,True,False,True,True,True
1450.0,1500.0,0.75,0.8,0,12,12,True,False,True,True,True
1450.0,1500.0,0.8,0.8500000000000001,0,10,10,True,False,True,True,True
1450.0,1500.0,0.8500000000000001,0.9,0,11,11,True,False,True,True,True
1450.0,1500.0,0.9,0.9500000000000001,0,11,11,True,False,True,True,True
1450.0,1500.0,0.9500000000000001,1.0,0,18,18,True,False,True,True,True
1500.0,1550.0,0.0,0.05,0,13,13,True,False,True,True,True
1500.0,1550.0,0.05,0.1,0,4,4,True,False,True,True,True
1500.0,1550.0,0.1,0.15000000000000002,0,12,12,True,False,True,True,True
1500.0,1550.0,0.15000000000000002,0.2,0,13,13,True,False,True,True,True
1500.0,1550.0,0.2,0.25,0,85,85,True,False,True,True,True
1500.0,1550.0,0.25,0.30000000000000004,0,330,330,True,False,True,True,False
1500.0,1550.0,0.30000000000000004,0.35000000000000003,0,312,312,True,False,True,True,False
1500.0,1550.0,0.35000000000000003,0.4,0,222,222,True,False,True,True,False
1500.0,1550.0,0.4,0.45,0,177,177,True,False,True,True,True
1500.0,1550.0,0.45,0.5,0,147,147,True,False,True,True,True
1500.0,1550.0,0.5,0.55,0,145,145,True,False,True,True,True
1500.0,1550.0,0.55,0.6000000000000001,0,83,83,True,False,True,True,True
1500.0,1550.0,0.6000000000000001,0.65,0,56,56,True,False,True,True,True
1500.0,1550.0,0.65,0.7000000000000001,0,38,38,True,False,True,True,True
1500.0,1550.0,0.7000000000000001,0.75,0,18,18,True,False,True,True,True
1500.0,1550.0,0.75,0.8,0,15,15,True,False,True,True,True
1500.0,1550.0,0.8,0.8500000000000001,0,16,16,True,False,True,True,True
1500.0,1550.0,0.8500000000000001,0.9,0,18,18,True,False,True,True,True
1500.0,1550.0,0.9,0.9500000000000001,0,6,6,True,False,True,True,True
1500.0,1550.0,0.9500000000000001,1.0,0,20,20,True,False,True,True,True
1550.0,1600.0,0.0,0.05,0,15,15,True,False,True,True,True
1550.0,1600.0,0.05,0.1,0,7,7,True,False,True,True,True
1550.0,1600.0,0.1,0.15000000000000002,0,23,23,True,False,True,True,True
1550.0,1600.0,0.15000000000000002,0.2,0,31,31,True,False,True,True,True
1550.0,1600.0,0.2,0.25,0,15,15,True,False,True,True,True
1550.0,1600.0,0.25,0.30000000000000004,0,51,51,True,False,True,True,True
1550.0,1600.0,0.30000000000000004,0.35000000000000003,0,202,202,True,False,True,True,False
1550.0,1600.0,0.35000000000000003,0.4,0,217,217,True,False,True,True,False
1550.0,1600.0,0.4,0.45,0,170,170,True,False,True,True,True
1550.0,1600.0,0.45,0.5,0,151,151,True,False,True,True,True
1550.0,1600.0,0.5,0.55,0,139,139,True,False,True,True,True
1550.0,1600.0,0.55,0.6000000000000001,0,109,109,True,False,True,True,True
1550.0,1600.0,0.6000000000000001,0.65,0,68,68,True,False,True,True,True
1550.0,1600.0,0.65,0.7000000000000001,0,35,35,True,False,True,True,True
1550.0,1600.0,0.7000000000000001,0.75,0,18,18,True,False,True,True,True
1550.0,1600.0,0.75,0.8,0,11,11,True,False,True,True,True
1550.0,1600.0,0.8,0.8500000000000001,0,21,21,True,False,True,True,True
1550.0,1600.0,0.8500000000000001,0.9,0,24,24,True,False,True,True,True
1550.0,1600.0,0.9,0.9500000000000001,0,12,12,True,False,True,True,True
1550.0,1600.0,0.9500000000000001,1.0,0,15,15,True,False,True,True,True
